,text,clean_text,is_spam
174,"Well, i'm gonna finish my bath now. Have a good...fine night.",ฉันจะอาบน้ําให้เสร็จแล้ว ขอให้มีคืนที่ดีนะ,0
175,Let me know when you've got the money so carlos can make the call,บอกให้ฉันรู้เมื่อเธอได้เงินแล้วคาร์ลอสจะได้โทร,0
176,U still going to the mall?,เธอยังไปห้างอยู่เหรอ,0
177,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",กลายเป็นว่าเพื่อนของฉันอยู่เพื่อการแสดงทั้งหมดและจะไม่กลับมาจนกว่า ~ & lt; # & gt; ดังนั้นคุณเป็นอิสระที่จะไปข้างหน้าและสูบบุหรี่ที่ $ & lt; # & gt; คุ้มค่า,0
178,Text her. If she doesnt reply let me know so i can have her log in,ส่งข้อความหาหล่อน หากหล่อนไม่ตอบบอกให้ฉันรู้เพื่อที่ฉันจะได้ลงชื่อเข้าใช้ของหล่อน,0
179,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,ไง เธอพึ่งคุยกับซีเอวี พวกเราอยากรู้ว่าเธอพอใจกับประสบการณ์ไหม โทลล์ตอบกลับฟรีด้วยใช่หรือไม่อ่ะ,0
180,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,คุณยกความหวังของฉันด้วยข้อเสนอของเงิน ฉันอยู่ในความต้องการ โดยเฉพาะอย่างยิ่งเมื่อสิ้นเดือนมาถึงและมันทําร้ายการเรียนของฉัน อย่างไรก็ตามขอให้มีวันหยุดที่ดีนะ,0
181,Lol no. U can trust me.,(หัวเราะ) ไม่ เธอเชื่อใจฉันได้นะ,0
182,ok. I am a gentleman and will treat you with dignity and respect.,โอเค ฉันเป็นสุภาพบุรุษและจะปฏิบัติต่อคุณอย่างมีเกียรติและความเคารพ,0
183,"He will, you guys close?",เขาจะมา พวกคุณสนิทกันไหม?,0
184,Going on nothing great.bye,ไม่มีอะไรเกิดขึ้นเลยอ่ะ,0
185,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,สวัสดี หล่อ เธอหางานนั้นเจอไหม ไม่ขี้เกียจเหรอ ทํางานเพื่อกลับมาหาแม่เหรอ บอยทอยของฉันอยู่ที่ไหนละตอนนี้ เขาคิดถึงฉันไหม,0
186,"Haha awesome, be there in a minute",(หัวเราะ) ยอดไปเลย จะไปถึงที่นั่นในอีกไม่กี่นาทีนะ,0
188,Have you got Xmas radio times. If not i will get it now,เธอได้เวลาวิทยุวันคริสต์มาสไหมอ่ะ หากไม่ฉันจะได้รับมันเดี๋ยวนี้ละ,0
189,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,ฉันเพิ่งถึงบ้าน ฉันไปอาบน้ําก่อน แต่น้องสาวของฉันใช้เน็ตบอกเธอเมื่อหล่อนเสร็จนะ...,0
191,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,ฉันขอโทษนะ ฉันเข้าร่วมลีกของคนที่ไม่ได้ติดต่อมา เธอหมายถึงข้อตกลงที่ดีกับฉัน เธอเป็นเพื่อนตลอดเวลาแม้ค่าใช้จ่ายส่วนตัวที่ดี ขอให้มีสัปดาห์ที่ดีนะ,0
192,Hi :)finally i completed the course:),สวัสดี:) ในที่สุดฉันก็ทําคอร์สเสร็จละ,0
193,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,มันจะหยุดบนตัวเอง อย่างไรก็ตามฉันแนะนําให้เธออยู่กับใครบางคนที่จะสามารถให้ม้านั่งทุกตัว,0
194,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,สบายดีไหม หวังว่าเธอจะได้เข้าเรียนปีใหม่นะ แค่ขอให้เธอมีวันที่ดีนะ,0
